,cost,round_num,shares_Harvard,shares_Yale,probability_Harvard,probability_Yale,purchase_agent2_Harvard,purchase_agent2_Yale,totalpurchase_agent2_Harvard,totalpurchase_agent2_Yale,belief_agent2_Harvard,belief_agent2_Yale,payment_agent2
41,227.55143139460458,41,107.22180271345137,106.10668292967307,0.5052270999423332,0.4947729000576669,0.1311951647045166,0.0,2.2760724064459175,2.0355609765576763,0.5427696853700018,0.4572303146299982,0.28047903277607134
42,228.43932765534998,42,107.63505285545608,106.10668292967307,0.5071501795293214,0.4928498204706785,0.13775004733490046,0.0,2.407267571150434,2.0355609765576763,0.5410185649072211,0.4589814350927789,0.2955859187376859
43,229.37832708395572,43,108.07036849228099,106.10668292967307,0.5091677445961426,0.49083225540385755,0.14510521227497528,0.0,2.5450176184853346,2.0355609765576763,0.5394841328786604,0.46051586712133974,0.3125786990826498
44,230.3750737259353,44,108.53054505647411,106.10668292967307,0.5112913918919911,0.4887086081080087,0.15339218806437765,0.0,2.69012283076031,2.0355609765576763,0.5381336577956417,0.46186634220435824,0.33177829739267395
45,231.43744045349544,45,109.01887856243692,106.10668292967307,0.5135347098430921,0.4864652901569078,0.1627778353209324,0.0,2.8435150188246876,2.0355609765576763,0.5369407466824764,0.4630592533175236,0.35359231004662206
46,232.57487576199466,46,109.5393053376791,106.10668292967307,0.5159138266568534,0.4840861733431466,0.17347559174739605,0.0,3.00629285414562,2.0355609765576763,0.5358838671886311,0.46411613281136893,0.37854322721443623
47,233.79887405814975,47,110.09659051704008,106.10668292967307,0.5184481444706204,0.4815518555293795,0.18576172645366892,0.0,3.1797684458930164,2.0355609765576763,0.5349452648244744,0.4650547351755256,0.4073092836713954
48,235.12362817942014,48,110.69658827445335,106.10668292967307,0.5211613460750596,0.47883865392494046,0.19999925247109004,0.0,3.3655301723466855,2.0355609765576763,0.5341101574207313,0.4658898425792687,0.44078471307034306
49,236.56695740549037,49,111.34661008854675,106.10668292967307,0.5240828099657134,0.47591719003428656,0.21667393803113968,0.0,3.5655294248177754,2.0355609765576763,0.5333661274700467,0.4666338725299532,0.48017079011498254
50,238.1516642783983,50,112.0559604193443,106.10668292967307,0.5272496542717046,0.47275034572829544,0.236450110265847,0.0,3.782203362848915,2.0355609765576763,0.532702657937244,0.467297342062756,0.5271174512097616
51,239.90758237278334,51,112.83674080254251,106.10668292967307,0.5307097820341579,0.4692902179658422,0.2602601277327327,0.0,4.018653473114762,2.0355609765576763,0.5321107735742191,0.46788922642578096,0.5839513247799744
52,241.73413518262487,52,112.83674080254251,106.96393524605536,0.5266997176597056,0.4733002823402945,0.0,0.2857507721274298,4.278913600847495,2.0355609765576763,0.47483422217155863,0.5251657778284414,0.6072178665384342
53,243.81779721011264,53,112.83674080254251,107.9335427291771,0.5221985523873842,0.47780144761261567,0.0,0.3232024943739095,4.278913600847495,2.321311748685106,0.47318849455877215,0.5268115054412278,0.6924648121151904
54,246.23480369158708,54,112.83674080254251,109.0474680779822,0.51707272424768,0.4829272757523201,0.0,0.3713084496017021,4.278913600847495,2.6445142430590156,0.47176086064614847,0.5282391393538515,0.8029114278632221
55,249.10096350089876,55,112.83674080254251,110.3538231107093,0.5111232769235846,0.4888767230764155,0.0,0.43545167757569897,4.278913600847495,3.0158226926607177,0.47052712005603664,0.5294728799439634,0.9515942398338382
56,252.60421119085228,56,112.83674080254251,111.92984876316534,0.5040347512385905,0.49596524876140946,0.0,0.5253418841520172,4.278913600847495,3.451274370236417,0.46946635941807496,0.5305336405819251,1.1622295480796936
57,257.0788991737149,57,112.83674080254251,113.91119278820379,0.4952615759544205,0.5047384240455794,0.0,0.6604480083461487,4.278913600847495,3.976616254388434,0.4685603923898206,0.5314396076101794,1.4828388295196362
58,263.20741912721707,58,112.83674080254251,116.57020132856229,0.48372990841820807,0.5162700915817918,0.0,0.8863361801194957,4.278913600847495,4.637064262734582,0.46779331165470445,0.5322066883452955,2.0271281480169705
59,272.7427583471373,59,112.83674080254251,120.59081955013642,0.46681826319051745,0.5331817368094826,0.0,1.34020607385804,4.278913600847495,5.5234004428540775,0.4671511276861332,0.5328488723138667,3.142523360231962
60,291.3316077764444,60,120.79327389333761,120.59081955013642,0.5008387222119547,0.49916127778804537,2.6521776969317057,0.0,4.278913600847495,6.863606516712117,0.5224164090257117,0.47758359097428815,6.055602212380279
